,event_date,event_name,num_flooded,WDF2,WSF2,AWDR,AWND,WGF6,ht,hht,lt,llt,r15_td,rhr_td,td_av,gw_av,r15mx,rhrmx,rd,r3d
106,2010-11-18,,0.0,160.0,10.95,333.0,2.8,2.8,0.6955,1.4075,-1.322,-0.817,,,-0.0620354166667,2.30201507937,0.0,-6.12140546586e-16,0.0,0.0741666666667
107,2010-11-19,,0.0,185.0,16.55,2.0,6.4,6.4,0.9005,1.2255,-1.322,-1.4715,,,-0.0966020833335,2.24788571428,0.0,-6.12140546586e-16,0.0,0.0733333333333
108,2010-11-20,,0.0,225.0,19.45,228.0,7.7,7.7,0.997,1.0185,-1.3045,-1.593,,,-0.22146875,2.20895396825,0.0,-6.12140546586e-16,0.0,0.0525
109,2010-11-21,,0.0,70.0,14.0,103.0,5.7,5.7,1.091,1.6455,-1.3975,-1.4225,,,0.01098125,2.16754662698,0.0,-6.12140546586e-16,0.0,-7.01117404874e-16
110,2010-11-22,,0.0,210.0,12.1,216.0,5.15,5.15,1.388,1.8715,-1.0595,-1.4845,,,0.198989583334,2.15587757937,0.0,-6.12140546586e-16,0.0,-7.01117404874e-16
111,2010-11-23,,0.0,245.0,20.0,241.0,8.6,8.6,1.3535,1.7835,-1.19325,-1.19325,,,0.176158333334,2.18073918941,0.0,-6.12140546586e-16,0.0,-7.01117404874e-16
112,2010-11-24,,0.0,185.0,21.45,19.0,11.75,11.75,1.355,2.3805,-0.92175,-0.92175,,,0.462795833333,2.15425634921,0.0,-6.12140546586e-16,0.0,-7.01117404874e-16
113,2010-11-25,,0.0,210.0,20.0,181.0,5.4,5.4,1.4305,1.7785,-1.182,-1.182,,,0.168954166667,2.14317777778,0.0,-6.12140546586e-16,0.0,-7.01117404874e-16
114,2010-11-26,,0.0,215.0,21.0,244.0,9.6,9.6,2.059,2.059,-0.71925,-0.71925,0.41825,0.41825,0.503320833333,2.18760238095,0.00125,0.00125,0.000833333333333,-7.01117404874e-16
115,2010-11-27,,0.0,355.0,20.45,327.0,8.6,8.6,1.918,2.118,-0.83,-0.60775,,,0.608179166666,2.140025,0.0,-6.12140546586e-16,0.0,0.000833333333333
116,2010-11-28,,0.0,355.0,20.45,19.0,6.9,6.9,1.3845,1.7125,-0.988,-1.2905,,,0.15884375,2.04094146825,0.0,-6.12140546586e-16,0.0,0.000833333333333
117,2010-11-29,,0.0,70.0,13.55,80.0,3.6,3.6,1.3205,1.5275,-0.853,-1.0595,,,0.263379166667,1.99365059524,0.0,-6.12140546586e-16,0.0,0.000833333333333
118,2010-11-30,,0.0,150.0,20.9,158.0,8.8,8.8,1.5045,1.729,-0.8055,-1.1075,,,0.396466666666,2.00830615079,0.0,-6.12140546586e-16,0.0,-7.01117404874e-16
119,2010-12-01,,0.0,220.0,29.5,225.0,14.1,14.1,1.4695,1.8635,-0.9515,-0.9515,-0.46,-0.5114375,0.417454166667,2.1370436508,0.1025,0.12,0.15,-7.01117404874e-16
120,2010-12-02,,0.0,200.0,13.1,324.0,5.15,5.15,1.4615,2.0655,-1.099,-1.099,-0.6065,-0.6065,0.424677083334,2.13806309524,0.01125,0.01125,0.0075,0.15
